child	father	mother	population	rDNA45S.cn.child	rDNA45S.cn.father	rDNA45S.cn.mother	rDNA45S.cn_single.child	rDNA45S.cn_single.father	rDNA45S.cn_single.mother	rDNA45S.18S.flat.child	rDNA45S.18S.flat.father	rDNA45S.18S.flat.mother	rDNA5S.cn.child	rDNA5S.cn.father	rDNA5S.cn.mother	HSat1A.mass_Mb.child	HSat1A.mass_Mb.father	HSat1A.mass_Mb.mother	HSat1B.mass_Mb.child	HSat1B.mass_Mb.father	HSat1B.mass_Mb.mother	HSat2.mass_Mb.child	HSat2.mass_Mb.father	HSat2.mass_Mb.mother	HSat3.mass_Mb.child	HSat3.mass_Mb.father	HSat3.mass_Mb.mother	bSat.mass_Mb.child	bSat.mass_Mb.father	bSat.mass_Mb.mother	aSatHOR.mass_Mb.child	aSatHOR.mass_Mb.father	aSatHOR.mass_Mb.mother	ACRO.mass_Mb.child	ACRO.mass_Mb.father	ACRO.mass_Mb.mother	SST1.mass_Mb.child	SST1.mass_Mb.father	SST1.mass_Mb.mother	CER.mass_Mb.child	CER.mass_Mb.father	CER.mass_Mb.mother	SATR.mass_Mb.child	SATR.mass_Mb.father	SATR.mass_Mb.mother	TEL.mass_Mb.child	TEL.mass_Mb.father	TEL.mass_Mb.mother	truth.auto.child	truth.auto.father	truth.auto.mother	DJ.cn.child	DJ.cn.father	DJ.cn.mother	chrM.copies.child	chrM.copies.father	chrM.copies.mother	chrEBV.copies.child	chrEBV.copies.father	chrEBV.copies.mother	depth.child	depth.father	depth.mother	ctrl_dup_frac.child	ctrl_dup_frac.father	ctrl_dup_frac.mother	gc_rel_65.child	gc_rel_65.father	gc_rel_65.mother	insert_median.child	insert_median.father	insert_median.mother
HG02004	HG02002	HG02003	PEL	383.75	406.09	422.74	379.435	407.713	417.437	438.97	462.89	490.71	237.07	203.06	237.27	20.1953	17.1714	15.6653	1.9697	11.2609	1.3767	35.5137	53.6986	39.3704	66.8384	79.4254	61.2417	10.9673	11.5522	11.4812	150.9014	145.8085	135.2468	2.8094	2.5054	3.6296	0.6631	0.7219	0.7224	0.8561	0.908	0.8694	0.252	0.2526	0.2349	0.4435	0.4276	0.5732	2.0	1.9993	1.9961	9.57	9.55	9.65	679.0839	732.1852	855.2078	32.4916	40.2672	25.3601	38.217	38.019	35.151	0.0715	0.1041	0.1031	1.2511	1.2217	1.2304	446.0	415.0	414.0
HG02011	HG02009	HG02010	ACB	327.26	414.72	361.95	326.343	410.583	353.846	378.02	474.51	406.15	246.01	204.83	185.76	22.9391	22.1537	27.9491	8.6924	8.6565	1.1383	58.4819	56.2647	51.0828	75.5221	80.5113	62.9735	9.7217	9.573	9.7994	148.964	152.3934	141.6554	4.4139	3.161	3.9085	0.68	0.7448	0.6353	0.8383	0.8339	0.8642	0.2382	0.2573	0.2321	0.453	0.4075	0.5359	1.9939	2.0014	1.9923	9.84	9.65	9.63	613.8136	833.9768	510.6918	53.9198	34.0446	23.4619	37.993	33.344	33.799	0.0717	0.0903	0.1013	1.2681	1.2389	1.1921	460.0	413.0	421.0
HG02015	HG02017	HG02016	KHV	616.84	638.53	457.85	601.477	629.521	448.309	712.63	753.76	511.36	185.52	193.12	218.58	13.9654	13.0282	16.1752	10.8848	8.9241	1.8707	44.441	41.8031	40.0185	74.2151	67.395	71.2034	12.3609	10.2386	11.8858	142.3792	126.2887	146.2277	2.6781	3.1626	2.8047	0.5663	0.6023	0.6224	0.8404	0.7357	0.9248	0.2843	0.2407	0.2706	0.5448	0.3882	0.3888	1.9841	1.9893	1.9957	9.55	9.69	9.6	638.2612	649.0609	694.6863	126.0835	17.3251	69.7511	39.496	34.154	33.559	0.0814	0.0969	0.0958	1.2425	1.2677	1.2267	440.0	414.0	417.0
HG02018	HG02020	HG02019	KHV	467.12	369.5	428.45	460.498	364.13	422.758	486.45	427.84	488.59	145.43	102.74	178.7	16.2714	18.4183	14.3862	1.5798	18.7631	1.5436	44.0177	41.6104	45.1554	52.7826	85.7017	53.7657	9.5455	8.6752	10.2691	162.0687	149.7404	157.9925	3.3773	2.7601	3.3093	0.4752	0.6782	0.3964	0.7505	0.7293	0.7913	0.2452	0.2338	0.2628	0.3679	0.3517	0.3191	1.9947	1.99	1.9975	9.65	9.46	9.56	545.0864	692.3923	588.1693	28.5876	46.1134	23.3611	42.939	34.601	33.828	0.191	0.0941	0.0958	1.0626	1.223	1.2048	450.0	412.0	418.0
HG02024	HG02026	HG02025	KHV	539.05	555.38	685.45	533.037	541.906	686.495	632.96	634.66	780.29	107.48	179.62	157.98	17.3327	20.3966	17.3429	2.0152	13.7549	1.8882	40.5069	45.0077	42.5444	59.8008	77.5108	61.8694	9.6886	10.1712	10.3234	141.2253	156.8527	155.4025	2.8116	2.6087	2.0084	0.6156	0.6752	0.6449	0.7657	0.854	0.8139	0.236	0.2374	0.2494	0.667	0.4029	0.466	1.9986	2.0017	2.0004	9.53	9.66	9.69	540.5579	658.7933	688.4134	72.3638	23.6866	104.834	37.071	33.007	36.86	0.0908	0.0933	0.1024	1.2531	1.2251	1.2246	451.0	421.0	414.0
HG02027	HG02029	HG02028	KHV	433.84	485.02	378.97	429.268	483.739	370.936	522.43	568.44	428.33	294.05	209.14	185.52	21.9617	18.4058	23.7747	15.6915	16.3884	1.6444	75.5759	65.9333	38.2015	80.8896	79.3037	65.5309	9.7369	9.8408	10.0309	150.542	162.4674	151.4601	2.8927	2.81	3.0702	0.5341	0.6744	0.555	0.7244	0.7702	0.8469	0.2485	0.2513	0.245	0.3797	0.3489	0.6145	1.9894	1.9979	2.0066	9.83	9.87	9.55	689.8617	672.6453	675.3373	35.2022	32.3344	32.8327	38.682	36.795	33.483	0.0749	0.0996	0.0921	1.3188	1.2681	1.2166	450.0	399.0	422.0
HG02030	HG02032	HG02031	KHV	498.14	599.78	390.43	491.071	584.092	383.874	599.95	665.69	445.55	202.29	161.14	194.09	11.539	19.2851	14.6549	16.7036	18.0462	1.0908	47.4699	39.0456	50.4902	69.6683	75.7438	54.9714	8.517	9.7424	8.8626	116.8058	160.3035	145.6954	3.8368	3.0626	3.592	0.6743	0.576	0.4956	0.7131	0.7891	0.8071	0.2426	0.2533	0.2461	0.8567	0.4033	0.5675	2.0037	1.9922	1.9929	9.23	9.6	9.28	953.5181	626.2269	731.6736	19.9785	40.833	28.7236	38.229	37.18	35.487	0.074	0.1068	0.0952	1.3222	1.2062	1.2165	449.0	427.0	411.0
HG02055	HG02053	HG02054	ACB	487.29	620.26	462.79	479.209	615.176	463.539	551.59	714.87	510.82	175.17	169.03	176.55	17.2173	23.8833	17.5154	9.8205	6.0147	1.6233	49.8529	61.1103	42.9055	74.4432	64.8731	46.4895	10.5442	12.3385	9.3245	125.6532	149.6719	120.0509	3.1532	2.8176	2.7681	0.7944	0.6608	0.6285	0.8612	0.8538	0.8379	0.2618	0.2833	0.2119	0.3815	0.6215	0.6174	1.9935	1.996	1.9914	10.02	9.52	9.99	1046.0794	851.3305	540.0901	30.1493	43.8314	19.13	38.371	34.887	33.598	0.0972	0.108	0.0943	1.223	1.239	1.2627	440.0	419.0	414.0
HG02056	HG02058	HG02057	KHV	413.42	461.76	329.88	405.59	475.396	321.339	496.9	513.62	371.83	158.1	251.44	155.63	19.7147	19.4415	15.7336	14.3632	15.599	1.2764	36.8424	38.3588	40.3962	88.9241	85.4978	43.9915	10.7798	9.5873	11.3835	144.6859	153.5917	133.8717	2.3165	2.9257	2.7893	0.6573	0.6654	0.5714	0.8207	0.777	0.8283	0.2584	0.2314	0.2512	0.4068	0.5354	0.3587	1.9889	2.0028	2.0	9.47	9.29	9.6	734.1863	793.4143	785.5567	20.5483	16.8329	33.3665	37.301	40.355	37.083	0.0692	0.1312	0.0998	1.3243	1.1774	1.2172	435.0	414.0	410.0
HG02059	HG02061	HG02060	KHV	436.38	590.61	343.22	426.592	573.448	342.752	495.34	671.0	383.96	188.72	173.09	136.07	14.0999	19.3785	12.3624	1.8647	7.5586	2.0099	47.6098	34.7055	49.6064	51.545	64.4832	52.1173	9.7114	10.882	10.2045	159.5972	161.0208	158.4192	3.8098	3.571	2.8515	0.5697	0.4025	0.6424	0.7868	0.8302	0.854	0.2614	0.2639	0.2696	0.5258	0.3781	0.4675	2.0064	1.9959	2.0078	9.83	9.81	9.38	736.8488	822.9521	772.5741	190.203	49.9779	22.251	37.93	39.753	36.701	0.0749	0.099	0.0952	1.2315	1.224	1.2263	439.0	429.0	422.0
HG02068	HG02070	HG02069	KHV	441.73	317.77	391.28	450.188	314.14	386.853	527.82	373.2	450.76	157.55	182.6	173.1	17.9181	14.5963	17.9102	1.249	18.8018	1.4605	35.5164	46.5727	41.476	52.0099	78.3141	53.3355	8.8069	8.924	10.7682	143.4117	153.0757	153.5966	2.9017	3.0282	2.9889	0.5308	0.6935	0.4802	0.7071	0.7637	0.7878	0.2327	0.2407	0.2422	0.6551	0.3636	0.5524	1.9802	1.9994	1.9831	9.87	9.65	9.7	717.7357	698.4572	467.8735	18.3756	9.4011	10.6891	37.47	34.796	32.998	0.0683	0.0921	0.0929	1.3771	1.2638	1.2286	449.0	418.0	423.0
HG02071	HG02073	HG02072	KHV	542.59	625.5	584.75	530.68	609.095	581.357	591.38	721.1	649.29	126.35	184.91	178.95	15.0846	16.2775	14.1386	10.8582	11.3913	1.1778	47.3848	46.1241	47.8921	48.3351	68.399	46.3961	9.792	10.8636	8.9957	139.4776	135.644	149.9323	2.7418	2.4916	3.1264	0.5423	0.7509	0.6513	0.7626	0.7929	0.7563	0.2371	0.2622	0.228	0.3455	0.4771	0.3079	1.9911	1.996	2.0087	9.95	8.68	9.72	804.319	764.7307	767.0383	23.4377	38.7558	31.5907	40.078	36.929	37.77	0.1682	0.0982	0.1122	1.1254	1.2596	1.1815	441.0	403.0	406.0
HG02074	HG02076	HG02075	KHV	432.15	582.53	364.93	423.951	587.303	361.334	471.23	669.26	417.73	149.2	246.94	135.58	16.3732	17.3165	14.7863	10.0901	10.0961	1.4522	64.3764	58.2516	65.0956	61.9119	71.797	42.3926	11.6822	10.5664	9.1684	145.6497	154.2335	139.8821	3.1647	3.4058	3.2585	0.6722	0.7162	0.6534	0.741	0.8056	0.6634	0.2599	0.2476	0.237	0.5894	0.4212	0.5758	1.9849	1.9961	1.9963	9.5	9.79	9.36	664.6364	607.4752	797.6066	58.0151	33.4903	72.8193	47.497	38.085	36.188	0.1524	0.0986	0.0958	1.1409	1.2307	1.2255	444.0	421.0	411.0
HG02077	HG02079	HG02078	KHV	481.0	506.4	487.37	479.341	496.985	484.348	509.79	569.59	547.02	141.86	167.41	198.26	16.9625	17.3582	22.4234	12.61	13.5846	1.6912	31.1121	44.031	42.1367	54.7355	76.912	52.2453	10.3295	10.8716	8.6285	142.481	141.9771	159.5825	2.7461	3.4455	2.4734	0.6848	0.7955	0.5968	0.8458	0.8311	0.7262	0.2655	0.2542	0.2533	0.5181	0.422	0.862	2.021	1.9988	2.0078	9.82	9.69	9.51	804.5514	728.6408	658.0303	81.3794	49.8147	64.0186	44.068	34.511	34.304	0.1911	0.092	0.1021	1.0865	1.2432	1.2268	451.0	420.0	389.0
HG02080	HG02082	HG02081	KHV	591.38	563.16	543.15	593.088	555.976	528.013	697.57	629.83	600.86	187.51	157.58	208.98	17.2322	18.0575	15.2736	2.0344	9.6234	2.0494	43.8671	58.342	44.9822	54.162	74.2693	59.5693	10.6154	8.9076	10.1291	126.8452	136.1997	140.8291	2.6934	2.7148	2.698	0.6299	0.6149	0.6513	0.7291	0.7958	0.7543	0.2299	0.2479	0.2299	0.5352	0.4626	0.4581	1.987	1.9904	2.0099	9.77	9.59	9.63	899.215	689.2238	659.1299	21.3475	15.412	26.875	38.227	34.28	34.94	0.0701	0.1006	0.1159	1.3032	1.1995	1.1861	448.0	411.0	421.0
HG02083	HG02085	HG02084	KHV	395.21	417.7	481.43	393.239	410.955	471.008	452.82	473.5	549.35	147.13	149.48	206.83	25.7813	21.6279	19.2897	19.8526	20.091	1.5077	31.3512	56.7746	41.1839	78.5	87.6605	52.0163	10.0524	8.4598	9.5494	153.1661	140.9852	142.6868	2.9915	2.6705	3.2869	0.6664	0.4186	0.6588	0.8379	0.787	0.8106	0.2498	0.2481	0.2439	0.4736	0.4464	0.5972	1.9994	1.9881	2.0008	9.57	9.8	9.74	608.126	618.9765	673.2134	50.8821	40.1239	63.9668	38.379	34.958	33.847	0.0841	0.0929	0.0912	1.251	1.2021	1.2214	440.0	413.0	419.0
HG02091	HG02090	HG02089	PEL	561.35	645.16	519.43	554.766	641.134	509.667	661.56	718.91	576.91	175.48	207.91	159.34	15.3603	12.078	23.9853	1.8731	10.476	2.1472	42.4315	52.829	43.071	54.81	65.5176	76.7266	10.3071	9.9704	10.773	144.0866	137.9713	148.7967	2.2238	2.3016	2.6043	0.8032	0.7616	0.5701	0.8444	0.8625	0.8445	0.2125	0.2417	0.2222	0.6431	0.3844	0.5207	1.9942	2.0061	1.9915	10.04	9.88	9.57	612.8233	864.6949	590.2783	74.6451	67.7622	23.6272	38.48	35.654	34.105	0.066	0.1006	0.0916	1.3441	1.2261	1.2398	443.0	401.0	411.0
HG02106	HG02104	HG02105	PEL	346.06	285.69	461.46	342.671	282.125	453.84	357.18	312.53	523.0	237.73	181.29	215.94	15.4689	10.7701	16.0005	0.8176	8.3372	1.1114	54.6054	57.0925	72.6106	52.1575	59.4879	68.9483	11.0079	14.7867	9.0012	152.3311	134.991	140.43	2.6912	2.7859	2.6616	0.6931	0.5545	0.7841	0.8278	0.83	0.8195	0.2453	0.2396	0.228	0.4316	0.2792	0.555	1.992	2.0043	2.0004	9.78	9.6	9.95	618.3465	696.1137	817.2492	38.8221	17.0615	21.4214	47.299	39.925	34.108	0.1961	0.1267	0.0953	1.0405	1.1805	1.2315	444.0	411.0	407.0
HG02120	HG02122	HG02121	KHV	543.21	454.42	434.91	542.093	451.87	432.548	649.95	521.54	497.14	305.36	234.12	228.89	12.7965	15.695	16.2485	9.7191	10.4536	1.2871	52.31	60.527	50.6067	70.9819	75.9567	70.6537	9.4772	9.8607	11.21	136.6386	142.6057	145.86	3.2551	3.5686	3.1699	0.6188	0.6095	0.6107	0.8899	0.7839	0.9213	0.2332	0.2412	0.2415	0.361	0.1902	0.4599	1.9971	1.9969	1.9928	10.14	9.95	9.64	1150.3932	634.5117	651.8962	81.0577	35.6719	20.8482	38.456	37.216	34.022	0.0697	0.1007	0.1004	1.3224	1.2251	1.222	452.0	411.0	408.0
HG02126	HG02128	HG02127	KHV	303.68	385.87	330.79	304.415	385.806	331.759	350.74	438.75	371.01	214.39	196.14	126.21	19.634	21.5051	15.281	1.5451	19.2863	1.5364	44.5685	42.3644	39.0727	46.8102	75.9223	48.1234	7.7629	8.1267	8.198	140.3999	154.3904	142.9321	2.7423	2.5063	2.824	0.6155	0.5289	0.7261	0.7977	0.7972	0.7744	0.2396	0.2405	0.2441	0.4682	0.3117	0.5669	1.9935	1.9958	1.9958	9.81	9.85	9.48	735.1936	1021.8239	650.7735	70.5105	19.933	24.8566	39.608	37.33	37.529	0.0863	0.1195	0.0984	1.2734	1.2552	1.2181	443.0	440.0	420.0
HG02129	HG02131	HG02130	KHV	498.24	379.25	387.01	488.231	376.096	384.4	571.31	439.97	427.19	182.9	135.33	159.11	16.2792	19.2822	14.7514	17.8597	16.4212	1.5563	50.1301	45.0748	37.9279	76.0087	74.0283	44.553	10.9665	10.1898	9.6724	139.0473	139.9606	137.1733	3.0868	3.1362	2.9755	0.5887	0.5903	0.6328	0.8239	0.8321	0.7964	0.2512	0.2332	0.2399	0.2862	0.4402	0.4912	1.9905	2.0019	2.0115	9.52	9.41	9.89	847.6569	666.9961	575.6268	102.2709	35.5952	42.6652	39.466	37.058	37.156	0.0748	0.0945	0.1061	1.2664	1.2144	1.1853	444.0	411.0	421.0
HG02132	HG02134	HG02133	KHV	364.45	327.1	472.95	359.463	325.261	464.731	429.84	375.31	572.35	173.63	133.35	180.32	22.2267	18.1053	15.684	14.2354	13.7803	1.4616	50.3415	45.8826	41.1076	74.3309	63.8464	50.9487	10.2413	9.6721	10.5208	152.333	143.8742	118.5628	2.6725	2.4673	2.5931	0.3737	0.4916	0.5196	0.8062	0.7264	0.7976	0.2559	0.2549	0.2537	0.3634	0.3098	0.2902	1.9957	1.9999	1.9938	9.53	9.84	9.72	656.0085	633.5887	922.1042	37.1387	15.7696	38.5833	38.56	37.46	37.996	0.0648	0.1071	0.071	1.3078	1.2315	1.3351	440.0	420.0	440.0
HG02135	HG02137	HG02136	KHV	795.23	643.39	552.16	782.613	639.978	543.078	926.9	724.04	634.75	190.39	151.41	246.05	16.8214	15.9747	20.5544	16.3536	16.6383	1.2757	54.9057	50.9698	44.0158	64.1881	64.1257	48.2409	11.8919	9.9372	10.7269	141.4539	153.2907	140.1981	2.9752	3.3457	2.848	0.5073	0.5598	0.5444	0.8483	0.791	0.7989	0.2365	0.2312	0.2384	0.53	0.4345	0.3506	1.9892	2.0037	2.002	9.73	9.83	9.59	652.678	584.1297	658.224	25.3724	75.517	28.9542	39.345	37.114	36.72	0.0731	0.1011	0.1199	1.2926	1.2242	1.2342	446.0	406.0	438.0
HG02145	HG02143	HG02144	ACB	581.04	636.7	466.47	573.241	621.141	464.53	706.34	756.81	544.31	170.87	131.55	216.04	14.0739	15.981	14.0167	7.2307	9.5094	1.2207	58.0724	58.3282	39.1117	68.6445	74.4643	51.7906	9.796	11.2697	10.8306	132.2688	157.3341	121.6991	2.8056	2.3835	3.3587	0.778	0.864	0.5717	0.7499	0.7109	0.8826	0.2132	0.2516	0.2144	0.6737	0.2011	0.4281	1.9894	1.9886	1.9864	9.5	9.74	9.63	972.3344	1320.9996	876.1131	48.8414	17.4077	31.3557	38.006	48.253	33.737	0.0732	0.0689	0.102	1.3572	1.3134	1.2747	446.0	436.0	428.0
HG02148	HG02146	HG02147	PEL	600.84	581.23	451.81	598.346	580.521	453.224	635.22	655.23	523.82	173.42	154.06	178.16	13.963	10.1397	14.5399	1.5103	5.4286	1.8069	52.4784	49.9441	53.3589	55.433	54.5289	55.1718	10.0939	8.5102	8.9252	154.3837	114.7433	153.1291	2.4224	2.2559	2.8637	0.6725	0.8249	0.5421	0.864	0.805	0.8002	0.2293	0.2035	0.2327	0.4288	0.5331	0.2672	2.0023	1.9981	1.9988	9.68	9.66	10.13	654.7675	765.8727	1156.9642	18.389	249.2173	48.4612	39.147	34.533	37.699	0.1799	0.0976	0.1064	1.0931	1.245	1.292	452.0	433.0	444.0
HG02222	HG02221	HG02220	IBS	354.05	435.68	335.69	350.614	433.41	333.968	417.77	499.63	376.82	162.41	145.15	183.37	18.1485	12.328	17.9043	1.6211	9.5408	1.4572	48.0555	39.5609	46.1395	56.9349	55.1595	49.5533	13.2768	10.27	10.865	140.0148	109.6943	130.3408	2.6505	2.6056	2.6138	0.647	0.472	0.7267	0.8724	0.8187	0.8297	0.2405	0.2413	0.2232	0.6478	0.5261	0.3357	1.9956	1.9948	2.0098	9.6	9.48	9.58	972.7764	938.3015	758.8294	121.882	394.3454	124.7685	38.066	36.804	36.814	0.0757	0.1007	0.1075	1.3024	1.223	1.2069	437.0	418.0	408.0
HG02225	HG02224	HG02223	IBS	594.6	483.72	441.03	592.949	479.525	439.531	668.3	541.52	492.05	210.18	186.75	232.18	16.1292	14.8914	18.6983	1.541	12.7606	1.1965	43.276	51.2054	38.3683	57.1156	67.3152	56.353	8.6977	8.6999	8.4571	130.2676	126.9683	112.032	3.8996	3.0363	3.3725	0.6274	0.5666	0.6164	0.8107	0.8329	0.8184	0.2493	0.2299	0.2281	0.2546	0.2084	0.7138	1.9947	1.9958	1.9935	9.79	9.65	9.51	814.5788	820.1617	670.0044	26.6525	70.167	61.7705	36.875	37.661	36.302	0.0952	0.1052	0.0995	1.2606	1.2047	1.2274	452.0	400.0	419.0
HG02229	HG02231	HG02230	IBS	618.52	668.08	443.56	614.13	663.586	447.004	730.74	755.46	509.73	248.91	176.62	227.23	19.1677	17.0946	26.4719	1.6423	10.9293	1.5663	49.9851	51.3296	39.6629	60.0654	74.117	54.9662	8.9797	10.339	8.6991	142.4913	140.5041	137.95	3.3549	3.0355	2.9264	0.4205	0.4173	0.5503	0.8504	0.8534	0.8485	0.2436	0.2453	0.2313	0.3468	0.1775	0.3466	1.9931	2.0058	2.0	9.96	9.73	9.92	744.0636	513.1042	768.9008	463.6903	61.7937	39.1423	36.665	35.401	38.36	0.066	0.1036	0.1206	1.3079	1.2454	1.2311	450.0	407.0	408.0
HG02234	HG02233	HG02232	IBS	478.56	439.43	369.43	477.5	438.068	370.03	585.35	502.37	421.92	204.36	171.98	256.55	8.2835	16.2824	10.044	9.3381	10.6013	1.3489	45.7705	39.93	58.9599	56.2706	54.3122	57.9416	12.0977	11.9224	12.1001	125.3883	134.3212	133.7488	2.84	3.1019	2.5247	0.589	0.5784	0.8358	0.8543	0.8424	0.9459	0.2309	0.2362	0.2467	0.3567	0.2019	0.3196	1.9914	1.9833	1.9886	9.44	9.53	9.78	798.7789	682.0414	915.1869	184.445	174.2949	108.7132	37.244	37.672	37.17	0.066	0.104	0.1061	1.3675	1.2404	1.2566	450.0	413.0	420.0
